Document|Id|Text|Username|Date|Hashtags|Mentions|Likes|Retweets|Url|Clean_text
doc_1|1575918182698979328|So this will keep spinning over us until 7 pm…go away already. #HurricaneIan https://t.co/VROTxNS9rz|suzjdean|Fri Sep 30 18:39:08 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/suzjdean/status/1575918182698979328|['keep', 'spin', 'us', 'away', 'alreadi', 'hurricaneian']
doc_2|1575918151862304768|Our hearts go out to all those affected by #HurricaneIan. We wish everyone on the roads currently braving the conditions safe travels. 💙|lytx|Fri Sep 30 18:39:01 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/lytx/status/1575918151862304768|['heart', 'go', 'affect', 'hurricaneian', 'wish', 'everyon', 'road', 'current', 'brave', 'condit', 'safe', 'travel']
doc_3|1575918140839673873|"Kissimmee neighborhood off of Michigan Ave. 
#HurricaneIan https://t.co/jf7zseg0Fe"|CHeathWFTV|Fri Sep 30 18:38:58 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/CHeathWFTV/status/1575918140839673873|['kissimme', 'neighborhood', 'michigan', 'hurricaneian']
doc_4|1575918135009738752|I have this one tree in my backyard that scares me more than the poltergeist tree when it’s storming and windy like this. #scwx #HurricaneIan|spiralgypsy|Fri Sep 30 18:38:57 +0000 2022|['scwx', 'HurricaneIan']||0|0|https://twitter.com/spiralgypsy/status/1575918135009738752|['one', 'tree', 'backyard', 'scare', 'poltergeist', 'tree', 'storm', 'windi', 'like', 'scwx', 'hurricaneian']
doc_5|1575918119251419136|@AshleyRuizWx @Stephan89441722 @lilmizzheidi @Mr__Sniffles @winknews @DylanFedericoWX @julianamwx @sydneypersing @NicoleGabeTV I pray for everyone affected by #HurricaneIan, but not those associated with WINKnews.  No sympathy for animal abusers, liars, and those that condone it.|Blondie610|Fri Sep 30 18:38:53 +0000 2022|['HurricaneIan']|['AshleyRuizWx', 'Stephan89441722', 'lilmizzheidi', 'Mr__Sniffles', 'winknews', 'DylanFedericoWX', 'julianamwx', 'sydneypersing', 'NicoleGabeTV']|0|0|https://twitter.com/Blondie610/status/1575918119251419136|['ashleyruizwx', 'lilmizzheidi', 'winknew', 'dylanfedericowx', 'julianamwx', 'sydneypers', 'nicolegabetv', 'pray', 'everyon', 'affect', 'hurricaneian', 'associ', 'winknew', 'sympathi', 'anim', 'abus', 'liar', 'condon']
doc_6|1575918105854984192|"Ace Handyman Services hopes everyone was safe during the Hurricane. Any damages caused by the hurricane is our first priority! Call and schedule an appointment with one of our multi-skilled craftsmen today! 📞813-565-2022
#HurricaneIan #AHS #BringingHelpfulToYourHome https://t.co/BfpOq7tJE0"|ahs_brandon|Fri Sep 30 18:38:50 +0000 2022|['HurricaneIan', 'AHS', 'BringingHelpfulToYourHome']||0|0|https://twitter.com/ahs_brandon/status/1575918105854984192|['ace', 'handyman', 'servic', 'hope', 'everyon', 'safe', 'hurrican', 'damag', 'caus', 'hurrican', 'first', 'prioriti', 'call', 'schedul', 'appoint', 'one', 'craftsmen', 'today', 'hurricaneian', 'ah', 'bringinghelpfultoyourhom']
doc_7|1575918095008681986|Storm surge issues in Georgetown, SC #HurricaneIan https://t.co/qWs0XJzGMx|erikfox2000|Fri Sep 30 18:38:47 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/erikfox2000/status/1575918095008681986|['storm', 'surg', 'issu', 'georgetown', 'sc', 'hurricaneian']
doc_8|1575918088473788429|"Our thoughts are with the students, teachers, parents, and communities, suffering in the wake of Hurricane Ian. 

#CloseUpDC #HurricaneIan #Florida #Georgia #NorthCarolina #SouthCarolina https://t.co/eHZ9NKhCgA"|CloseUp_DC|Fri Sep 30 18:38:46 +0000 2022|['CloseUpDC', 'HurricaneIan', 'Florida', 'Georgia', 'NorthCarolina', 'SouthCarolina']||0|0|https://twitter.com/CloseUp_DC/status/1575918088473788429|['thought', 'student', 'teacher', 'parent', 'commun', 'suffer', 'wake', 'hurrican', 'ian', 'closeupdc', 'hurricaneian', 'florida', 'georgia', 'northcarolina', 'southcarolina']
doc_9|1575918083075555329|#SouthCarolina braces for #HurricaneIan to make landfall within HOURS https://t.co/d9sZsk0atW via @MailOnline|NOFILTERFACTS|Fri Sep 30 18:38:44 +0000 2022|['SouthCarolina', 'HurricaneIan']|['MailOnline']|0|0|https://twitter.com/NOFILTERFACTS/status/1575918083075555329|['southcarolina', 'brace', 'hurricaneian', 'make', 'landfal', 'within', 'hour', 'via', 'mailonlin']
doc_10|1575918057037303808|"How pissed is GOD to send #HurricaneIan to Florida and South Carolina!?

The #MAGA cult has angered GOD and are paying for their sins.

@RonDeSantisFL @scgovernorpress #Florida #SouthCarolina #MyrtleBeach"|ModerateOc|Fri Sep 30 18:38:38 +0000 2022|['HurricaneIan', 'MAGA', 'Florida', 'SouthCarolina', 'MyrtleBeach']|['RonDeSantisFL', 'scgovernorpress']|0|0|https://twitter.com/ModerateOc/status/1575918057037303808|['piss', 'god', 'send', 'hurricaneian', 'florida', 'south', 'carolina', 'maga', 'cult', 'anger', 'god', 'pay', 'sin', 'rondesantisfl', 'scgovernorpress', 'florida', 'southcarolina', 'myrtlebeach']
doc_11|1575918052595552256|"Today's edition of The Smoke Eater is a photo essay on #HurricaneIan.

Also, there are animal bleps.

https://t.co/ZwjBziC9jf"|DominicGwinn|Fri Sep 30 18:38:37 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/DominicGwinn/status/1575918052595552256|['today', 'edit', 'smoke', 'eater', 'photo', 'essay', 'hurricaneian', 'also', 'anim', 'blep']
doc_12|1575918038196666392|"#HurricaneIan officially made landfall at 2:15 pm near Georgetown, SC.

Ian made landfall as a CAT 1 with sustained winds of 85 mph.

This is Ian's 3rd landfall.

@SpecNews1RDU 

@SpecNews1ILM 

@SpecNews1Triad 

@SpecNews1CLT 

@SpecNews1MTN https://t.co/BvcQeOLkBG"|WeathermanVern|Fri Sep 30 18:38:34 +0000 2022|['HurricaneIan']|['SpecNews1RDU', 'SpecNews1ILM', 'SpecNews1Triad', 'SpecNews1CLT', 'SpecNews1MTN']|0|0|https://twitter.com/WeathermanVern/status/1575918038196666392|['hurricaneian', 'offici', 'made', 'landfal', 'pm', 'near', 'georgetown', 'sc', 'ian', 'made', 'landfal', 'cat', 'sustain', 'wind', 'mph', 'ian', 'landfal']
doc_13|1575918028717707265|"Together we have raised over $20,000 in less than 24 hours for #HurricaneIan relief. 

Please stop by the @BigManBigHeart_ tailgate tomorrow to donate in person. My family &amp; team will be at Tent #2 on the Legacy Walk near Gate K! 

#HurricaneRelief #NoleFam https://t.co/ikmWOP0bR0"|GibbonsDillan|Fri Sep 30 18:38:31 +0000 2022|['HurricaneIan', 'HurricaneRelief', 'NoleFam']|['BigManBigHeart_']|1|2|https://twitter.com/GibbonsDillan/status/1575918028717707265|['togeth', 'rais', 'less', 'hour', 'hurricaneian', 'relief', 'pleas', 'stop', 'tailgat', 'tomorrow', 'donat', 'person', 'famili', 'amp', 'team', 'tent', 'legaci', 'walk', 'near', 'gate', 'k', 'hurricanerelief', 'nolefam']
doc_14|1575918018991099904|"Best hopes go out to the #Carolinas especially Mayor Tim Goodwin of @follybeach_com who joined @Newsy's ""Morning Rush"" today and talked to @RobNelsonTV &amp; @jaystrubberg about the soon-to-arrive #HurricaneIan and his town's preparation  https://t.co/fTcReLYMm3 https://t.co/tR9dqjrpe4"|Brian_Donlon|Fri Sep 30 18:38:29 +0000 2022|['Carolinas', 'HurricaneIan']|['follybeach_com', 'Newsy', 'RobNelsonTV', 'jaystrubberg']|0|0|https://twitter.com/Brian_Donlon/status/1575918018991099904|['best', 'hope', 'go', 'carolina', 'especi', 'mayor', 'tim', 'goodwin', 'join', 'newsi', 'morn', 'rush', 'today', 'talk', 'robnelsontv', 'amp', 'jaystrubberg', 'hurricaneian', 'town', 'prepar']
doc_15|1575918018235813888|Our famous landmark, the Cherry Grove Pier (North Myrtle) just collapsed. Lots of memories surrounding this pier. 🥺 A couple of pics my husband took, and one now. RIP CG Pier. Also, It’s a pier. Can’t imagine poor folks who lost everything. It’s not done yet. 😥 #HurricaneIan https://t.co/iIEDQ3IbGx|PalmettoMae|Fri Sep 30 18:38:29 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/PalmettoMae/status/1575918018235813888|['famou', 'landmark', 'cherri', 'grove', 'pier', 'north', 'myrtl', 'collaps', 'lot', 'memori', 'surround', 'pier', 'coupl', 'pic', 'husband', 'took', 'one', 'rip', 'cg', 'pier', 'also', 'pier', 'imagin', 'poor', 'folk', 'lost', 'everyth', 'done', 'yet', 'hurricaneian']
doc_16|1575918012221333504|The edges of #HurricaneIan are now hitting our part of #SouthCarolina Stay safe everyone. https://t.co/zwZZqJiDno|RomriellNeal|Fri Sep 30 18:38:27 +0000 2022|['HurricaneIan', 'SouthCarolina']||0|0|https://twitter.com/RomriellNeal/status/1575918012221333504|['edg', 'hurricaneian', 'hit', 'part', 'southcarolina', 'stay', 'safe', 'everyon']
doc_17|1575918004642402304|"National Oceanic And Atmospheric Administration - #Ian: The Latest Storm Forecasts, Maps, Imagery And More.
https://t.co/YAp4CTgYoW
https://t.co/vTXVxVoS86
#GIS #spatial #mapping #remotsensing #Florida #imagery #HurricaneIan #Ian #Ian2022 #ianaftermath #realtime
@NOAA https://t.co/biJyvS7Dz2"|gregcocks_kiwi|Fri Sep 30 18:38:26 +0000 2022|['Ian', 'GIS', 'spatial', 'mapping', 'remotsensing', 'Florida', 'imagery', 'HurricaneIan', 'Ian', 'Ian2022', 'ianaftermath', 'realtime']|['NOAA']|0|0|https://twitter.com/gregcocks_kiwi/status/1575918004642402304|['nation', 'ocean', 'atmospher', 'administr', 'ian', 'latest', 'storm', 'forecast', 'map', 'imageri', 'gi', 'spatial', 'map', 'remotsens', 'florida', 'imageri', 'hurricaneian', 'ian', 'ianaftermath', 'realtim', 'noaa']
doc_18|1575917983062380545|#BREAKING Hurricane Ian has made landfall in #SoutCarolina.  The storm reformed into a hurricane over the Atlantic Ocean after leaving a devastating path in Florida.  Ian has just made landfall northeast of Charleston and is tracking towards to North Carolina. #HurricaneIan|EddieMcCoven|Fri Sep 30 18:38:20 +0000 2022|['BREAKING', 'SoutCarolina', 'HurricaneIan']||0|0|https://twitter.com/EddieMcCoven/status/1575917983062380545|['break', 'hurrican', 'ian', 'made', 'landfal', 'soutcarolina', 'storm', 'reform', 'hurrican', 'atlant', 'ocean', 'leav', 'devast', 'path', 'florida', 'ian', 'made', 'landfal', 'northeast', 'charleston', 'track', 'toward', 'north', 'carolina', 'hurricaneian']
doc_19|1575917982726860802|Not yall plotting to SCAM and steal funds from folks who legit lost their homes and businesses and entire livelihoods to #HurricaneIan smfhhh|Rayvenn_goddess|Fri Sep 30 18:38:20 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/Rayvenn_goddess/status/1575917982726860802|['yall', 'plot', 'scam', 'steal', 'fund', 'folk', 'legit', 'lost', 'home', 'busi', 'entir', 'livelihood', 'hurricaneian', 'smfhhh']
doc_20|1575917943426535424|@XfinitySupport is busy doing nothing to help those of us who have been affected by #HurricaneIan. Our internet has been out for 2 days with no sign or communication from @comcast  or @Xfinity about it returning soon. Their website and apps are unhelpful as well.|magicmayhemjo|Fri Sep 30 18:38:11 +0000 2022|['HurricaneIan']|['XfinitySupport', 'comcast', 'Xfinity']|0|0|https://twitter.com/magicmayhemjo/status/1575917943426535424|['xfinitysupport', 'busi', 'noth', 'help', 'us', 'affect', 'hurricaneian', 'internet', 'day', 'sign', 'commun', 'comcast', 'xfiniti', 'return', 'soon', 'websit', 'app', 'unhelp', 'well']
doc_21|1575917938502254602|#HurricaneIan is still a monster of a storm. Everyone in its path should take caution. https://t.co/isvBMyjmsN|Eric_Jotkoff|Fri Sep 30 18:38:10 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/Eric_Jotkoff/status/1575917938502254602|['hurricaneian', 'still', 'monster', 'storm', 'everyon', 'path', 'take', 'caution']
doc_22|1575917915882373137|"Important #vawx information as the remnants of #HurricaneIan make their way into #Virginia. 

Stay safe everyone! https://t.co/OAXp7GGvE5"|VirginiaDMV|Fri Sep 30 18:38:04 +0000 2022|['vawx', 'HurricaneIan', 'Virginia']||0|0|https://twitter.com/VirginiaDMV/status/1575917915882373137|['import', 'vawx', 'inform', 'remnant', 'hurricaneian', 'make', 'way', 'virginia', 'stay', 'safe', 'everyon']
doc_23|1575917865743663125|".@HouseDemocrats just passed a new funding bill to provide help for #HurricaneIan victims:

💵 Up to $18.8 billion in @fema Disaster Relief Fund authority to help Florida and Puerto Rico recover
💵 $2 billion for the Community Development Block Grant Disaster Recovery program https://t.co/NqPpa1InTq"|RepDarrenSoto|Fri Sep 30 18:37:52 +0000 2022|['HurricaneIan']|['HouseDemocrats', 'fema']|2|3|https://twitter.com/RepDarrenSoto/status/1575917865743663125|['housedemocrat', 'pass', 'new', 'fund', 'bill', 'provid', 'help', 'hurricaneian', 'victim', 'billion', 'fema', 'disast', 'relief', 'fund', 'author', 'help', 'florida', 'puerto', 'rico', 'recov', 'billion', 'commun', 'develop', 'block', 'grant', 'disast', 'recoveri', 'program']
doc_24|1575917833573179392|Just heard from my husband. He and his unit are in North Port assisting the Fire Department and rescuing people. They’ve made more than 60 rescues so far. Praying for the people of North Port along with the rest of SW Florida. #HurricaneIan #Ian #Hurricane #Florida #NorthPort|KellyBazzle|Fri Sep 30 18:37:45 +0000 2022|['HurricaneIan', 'Ian', 'Hurricane', 'Florida', 'NorthPort']||1|0|https://twitter.com/KellyBazzle/status/1575917833573179392|['heard', 'husband', 'unit', 'north', 'port', 'assist', 'fire', 'depart', 'rescu', 'peopl', 'made', 'rescu', 'far', 'pray', 'peopl', 'north', 'port', 'along', 'rest', 'sw', 'florida', 'hurricaneian', 'ian', 'hurrican', 'florida', 'northport']
doc_25|1575917821560864782|#HurricaneIan makes #landfall in #SouthCarolina, National Hurricane Center says  https://t.co/cOLo0tpZmp|akemmapapa|Fri Sep 30 18:37:42 +0000 2022|['HurricaneIan', 'landfall', 'SouthCarolina']||0|0|https://twitter.com/akemmapapa/status/1575917821560864782|['hurricaneian', 'make', 'landfal', 'southcarolina', 'nation', 'hurrican', 'center', 'say']
doc_26|1575917776614871040|Sanibel Island Lighthouse... before and after #HurricaneIan #Hurricane #Florida #Ian #ianaftermath #sanibelisland #Trending #sanibellighthouse https://t.co/mM85uU1d6R|1wingedangel78|Fri Sep 30 18:37:31 +0000 2022|['HurricaneIan', 'Hurricane', 'Florida', 'Ian', 'ianaftermath', 'sanibelisland', 'Trending', 'sanibellighthouse']||0|0|https://twitter.com/1wingedangel78/status/1575917776614871040|['sanibel', 'island', 'lighthous', 'hurricaneian', 'hurrican', 'florida', 'ian', 'ianaftermath', 'sanibelisland', 'trend', 'sanibellighthous']
doc_27|1575917773376540672|"In the aftermath of a Disaster some just can’t resist taking advantage of the vulnerability. 

Disaster related scams can happen to anyone, awareness helps reduce the chances it’s you.

#HurricaneIan #PuertoRico #Florida #Georgia #SouthCarolina  https://t.co/4ncfVvmu6F"|Think4thefuture|Fri Sep 30 18:37:30 +0000 2022|['HurricaneIan', 'PuertoRico', 'Florida', 'Georgia', 'SouthCarolina']||0|0|https://twitter.com/Think4thefuture/status/1575917773376540672|['aftermath', 'disast', 'resist', 'take', 'advantag', 'vulner', 'disast', 'relat', 'scam', 'happen', 'anyon', 'awar', 'help', 'reduc', 'chanc', 'hurricaneian', 'puertorico', 'florida', 'georgia', 'southcarolina']
doc_28|1575917720499109910|"Ace Handyman Services hopes everyone was safe during the Hurricane. Any damages caused by the hurricane is our first priority! Call and schedule an appointment with one of our multi-skilled craftsmen today! 📞863-777-2343
#HurricaneIan #AHS #BringingHelpfulToYourHome https://t.co/PRHlVXG9EM"|AhsCFL|Fri Sep 30 18:37:18 +0000 2022|['HurricaneIan', 'AHS', 'BringingHelpfulToYourHome']||0|0|https://twitter.com/AhsCFL/status/1575917720499109910|['ace', 'handyman', 'servic', 'hope', 'everyon', 'safe', 'hurrican', 'damag', 'caus', 'hurrican', 'first', 'prioriti', 'call', 'schedul', 'appoint', 'one', 'craftsmen', 'today', 'hurricaneian', 'ah', 'bringinghelpfultoyourhom']
doc_29|1575917719416979466|Clean, safe water is essential before, during and after a storm. The regional water supply system continues to operate with a few facilities on generator power. The regional system is ready to meet water needs as #TampaBay residents return home and demands increase. #HurricaneIan https://t.co/0SyYYeOVnu|TampaBayWater|Fri Sep 30 18:37:18 +0000 2022|['TampaBay', 'HurricaneIan']||0|0|https://twitter.com/TampaBayWater/status/1575917719416979466|['clean', 'safe', 'water', 'essenti', 'storm', 'region', 'water', 'suppli', 'system', 'continu', 'oper', 'facil', 'gener', 'power', 'region', 'system', 'readi', 'meet', 'water', 'need', 'tampabay', 'resid', 'return', 'home', 'demand', 'increas', 'hurricaneian']
doc_30|1575917717600681984|"#HurricaneIan Ian makes 3rd landfall S of Georgetown, South Carolina as Cat. 1 hurricane; widespread damage, especially on shoreline, as storm surge floods region. Sections of Pawleys Island Pier &amp; Cherry Grove Pier collapsed.
#wxtwitter #scwx 
WPDE: https://t.co/EUV6TAWq8i https://t.co/hHDKK4uaUM"|jf_darwin|Fri Sep 30 18:37:17 +0000 2022|['HurricaneIan', 'wxtwitter', 'scwx']||1|1|https://twitter.com/jf_darwin/status/1575917717600681984|['hurricaneian', 'ian', 'make', 'landfal', 'georgetown', 'south', 'carolina', 'cat', 'hurrican', 'widespread', 'damag', 'especi', 'shorelin', 'storm', 'surg', 'flood', 'region', 'section', 'pawley', 'island', 'pier', 'amp', 'cherri', 'grove', 'pier', 'collaps', 'wxtwitter', 'scwx', 'wpde']
doc_31|1575917715378044928|Flooding in Riverside. Water impacts from #HurricaneIan aren’t quite over yet for Jacksonville. @ActionNewsJax https://t.co/ReIlxvuT6D|JakeStofan|Fri Sep 30 18:37:17 +0000 2022|['HurricaneIan']|['ActionNewsJax']|0|0|https://twitter.com/JakeStofan/status/1575917715378044928|['flood', 'riversid', 'water', 'impact', 'hurricaneian', 'quit', 'yet', 'jacksonvil', 'actionnewsjax']
doc_32|1575917699691167760|A strong gust of wind from tropical storm Ian blew the roof off a motel in Daytona Beach Shores, Florida. #HurricaneIan https://t.co/QSYWjnn7qN|Storyful|Fri Sep 30 18:37:13 +0000 2022|['HurricaneIan']||1|1|https://twitter.com/Storyful/status/1575917699691167760|['strong', 'gust', 'wind', 'tropic', 'storm', 'ian', 'blew', 'roof', 'motel', 'daytona', 'beach', 'shore', 'florida', 'hurricaneian']
doc_33|1575917671937232898|"@ryanhallyall Western edge of Hurricane Ian in Dayton, OH.

#HurricaneIan https://t.co/cbH5WlqqNF"|jaydebard|Fri Sep 30 18:37:06 +0000 2022|['HurricaneIan']|['ryanhallyall']|0|0|https://twitter.com/jaydebard/status/1575917671937232898|['ryanhallyal', 'western', 'edg', 'hurrican', 'ian', 'dayton', 'oh', 'hurricaneian']
doc_34|1575917642547834881|This is devastating to the South's most historic downtown. #Charleston #HurricaneIan https://t.co/QCbPaMqUOl|SouthernUrb|Fri Sep 30 18:36:59 +0000 2022|['Charleston', 'HurricaneIan']||1|0|https://twitter.com/SouthernUrb/status/1575917642547834881|['devast', 'south', 'histor', 'downtown', 'charleston', 'hurricaneian']
doc_35|1575917640962277376|Safety and wellness check. Fellow Florida friends who were affected and impacted by Hurricane Ian, please like or reply that you’re okay and well! 🙏🏼🙏🏼💨🌊🌀#HurricaneIan #SouthWestFlorida #CentralFlorida|TwinklingGrace|Fri Sep 30 18:36:59 +0000 2022|['HurricaneIan', 'SouthWestFlorida', 'CentralFlorida']||1|0|https://twitter.com/TwinklingGrace/status/1575917640962277376|['safeti', 'well', 'check', 'fellow', 'florida', 'friend', 'affect', 'impact', 'hurrican', 'ian', 'pleas', 'like', 'repli', 'okay', 'well', 'hurricaneian', 'southwestflorida', 'centralflorida']
doc_36|1575917617281658880|@itsbethbooker Hi Beth. So happy &amp; relieved to see that you finally got to hug your mom! Lots of love &amp; prayers from South Central Louisiana!! Praying that all of you are able to hug your loved ones today!!! 🙏🏻💕 #HurricaneIan #LouisianaPrayingForFlorida|AmySBreaux1|Fri Sep 30 18:36:53 +0000 2022|['HurricaneIan', 'LouisianaPrayingForFlorida']|['itsbethbooker']|1|0|https://twitter.com/AmySBreaux1/status/1575917617281658880|['itsbethbook', 'hi', 'beth', 'happi', 'amp', 'reliev', 'see', 'final', 'got', 'hug', 'mom', 'lot', 'love', 'amp', 'prayer', 'south', 'central', 'louisiana', 'pray', 'abl', 'hug', 'love', 'one', 'today', 'hurricaneian', 'louisianaprayingforflorida']
doc_37|1575917614194647045|Just venting. Inspired by every conversation with my mother. The disconnect is real. #florida #HurricaneIan https://t.co/SUOTYSyfWa|sandtrooper320|Fri Sep 30 18:36:53 +0000 2022|['florida', 'HurricaneIan']||1|0|https://twitter.com/sandtrooper320/status/1575917614194647045|['vent', 'inspir', 'everi', 'convers', 'mother', 'disconnect', 'real', 'florida', 'hurricaneian']
doc_38|1575917551267332104|Our power is out #HurricaneIan|QuietGirl1992|Fri Sep 30 18:36:38 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/QuietGirl1992/status/1575917551267332104|['power', 'hurricaneian']
doc_39|1575917512922783744|I finally have enough of a cell signal after #HurricaneIan to see the damage.  It's so crazy.  We're fine, but our trees aren't. https://t.co/qzgYxuRKOc|JustBeingJessFL|Fri Sep 30 18:36:28 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/JustBeingJessFL/status/1575917512922783744|['final', 'enough', 'cell', 'signal', 'hurricaneian', 'see', 'damag', 'crazi', 'fine', 'tree']
doc_40|1575917502554513408|"#Florida LOVES ❤️ @Publix ...

#HurricaneIan https://t.co/310w0CHghu"|MomAgainstMedia|Fri Sep 30 18:36:26 +0000 2022|['Florida', 'HurricaneIan']|['Publix']|0|0|https://twitter.com/MomAgainstMedia/status/1575917502554513408|['florida', 'love', 'publix', 'hurricaneian']
doc_41|1575917476382056449|"🚨 IMPORTANT: Update regarding #HurricaneIan from #ECU

#ICYMI — The Fall Open House at @EastCarolina has been postponed and will now happen Nov. 5. As the university mentions, families will need to re-register for the event. 

For more information see the tweet below ⬇️. https://t.co/6hLAAIdnpL"|ecustepp|Fri Sep 30 18:36:20 +0000 2022|['HurricaneIan', 'ECU', 'ICYMI']|['EastCarolina']|0|0|https://twitter.com/ecustepp/status/1575917476382056449|['import', 'updat', 'regard', 'hurricaneian', 'ecu', 'icymi', 'fall', 'open', 'hous', 'eastcarolina', 'postpon', 'happen', 'univers', 'mention', 'famili', 'need', 'event', 'inform', 'see', 'tweet']
doc_42|1575917468996239360|"If you need to be out on the road, #OnStar Advisors are here to help with routing assistance. Just push your blue OnStar button and say ""Advisor."" #HurricaneIan #BeSafeOutThere https://t.co/UUS0ZdyOlB"|OnStar|Fri Sep 30 18:36:18 +0000 2022|['OnStar', 'HurricaneIan', 'BeSafeOutThere']||0|0|https://twitter.com/OnStar/status/1575917468996239360|['need', 'road', 'onstar', 'advisor', 'help', 'rout', 'assist', 'push', 'blue', 'onstar', 'button', 'say', 'advisor', 'hurricaneian', 'besafeoutther']
doc_43|1575917464793366551|"🚨 DONATIONS NEEDED! We are also accepting monetary donations through our website: https://t.co/sGC07djrfT

For additional information on how to make a monetary donation, please get in touch with Debo Ofsowitz at 407-880-4673 ext. 227

#HurricaneIan #HopeCommunityCenter #StaySafe https://t.co/7estfdNsQ0"|HCCapopka|Fri Sep 30 18:36:17 +0000 2022|['HurricaneIan', 'HopeCommunityCenter', 'StaySafe']||0|0|https://twitter.com/HCCapopka/status/1575917464793366551|['donat', 'need', 'also', 'accept', 'monetari', 'donat', 'websit', 'addit', 'inform', 'make', 'monetari', 'donat', 'pleas', 'get', 'touch', 'debo', 'ofsowitz', 'ext', 'hurricaneian', 'hopecommunitycent', 'staysaf']
doc_44|1575917454089338880|Everyone complaining that this is their only weekend for #HHN31 and how it's not fair or whatever. I hope you realize you're probably going to get the event at its worst instead of reworking and getting it at its best. #HurricaneIan #halloweenhorrornights #HHNhottakes|ohtownx|Fri Sep 30 18:36:14 +0000 2022|['HHN31', 'HurricaneIan', 'halloweenhorrornights', 'HHNhottakes']||0|0|https://twitter.com/ohtownx/status/1575917454089338880|['everyon', 'complain', 'weekend', 'fair', 'whatev', 'hope', 'realiz', 'probabl', 'go', 'get', 'event', 'worst', 'instead', 'rework', 'get', 'best', 'hurricaneian', 'halloweenhorrornight', 'hhnhottak']
doc_45|1575917448045502464|lan now back to Cat I just make landfall in the Palmetto State, which would be the first hurricane to hit there since 2016. 🌀#HurricaneIan #SouthCarolina https://t.co/xfM7ndaDNR|Koopwines|Fri Sep 30 18:36:13 +0000 2022|['HurricaneIan', 'SouthCarolina']||0|1|https://twitter.com/Koopwines/status/1575917448045502464|['lan', 'back', 'cat', 'make', 'landfal', 'palmetto', 'state', 'would', 'first', 'hurrican', 'hit', 'sinc', 'hurricaneian', 'southcarolina']
doc_46|1575917411001200640|All is safe and well here at Valor Robotics. Our team made it through #HurricaneIan with minimal facility damage and loss of power and internet. (1/3) https://t.co/DJ3LPK0BRU|valor_robotics|Fri Sep 30 18:36:04 +0000 2022|['HurricaneIan']||1|0|https://twitter.com/valor_robotics/status/1575917411001200640|['safe', 'well', 'valor', 'robot', 'team', 'made', 'hurricaneian', 'minim', 'facil', 'damag', 'loss', 'power', 'internet']
doc_47|1575917406773354497|Old girl didn’t even stand a chance #HurricaneIan #Charleston https://t.co/ufTguuohGv|RyanSienk|Fri Sep 30 18:36:03 +0000 2022|['HurricaneIan', 'Charleston']||1|0|https://twitter.com/RyanSienk/status/1575917406773354497|['old', 'girl', 'even', 'stand', 'chanc', 'hurricaneian', 'charleston']
doc_48|1575917402663006208|Sending love and prayers to South Carolina #HurricaneIan 🙏 ❤️|step_gabriella|Fri Sep 30 18:36:02 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/step_gabriella/status/1575917402663006208|['send', 'love', 'prayer', 'south', 'carolina', 'hurricaneian']
doc_49|1575917373395439616|I can’t believe Biden just took credit for everything DeSantis and other state officials have done! The worst part is that some people will believe him. All political, and besides he thinks republicans are a threat to the nation. #HurricaneIan|E4ZZ8M|Fri Sep 30 18:35:55 +0000 2022|['HurricaneIan']||0|0|https://twitter.com/E4ZZ8M/status/1575917373395439616|['believ', 'biden', 'took', 'credit', 'everyth', 'desanti', 'state', 'offici', 'done', 'worst', 'part', 'peopl', 'believ', 'polit', 'besid', 'think', 'republican', 'threat', 'nation', 'hurricaneian']
doc_50|1575917368152203264|"I am in Fort Myers. This is what I see everywhere. LIVE reports starting at 3pm. @wsbtv Channel 2 and @WFTV Channel 9. 
#HurricaneIan #florida #fortmyers https://t.co/gmm8JoKfHB"|jesteveztv|Fri Sep 30 18:35:54 +0000 2022|['HurricaneIan', 'florida', 'fortmyers']|['wsbtv', 'WFTV']|1|0|https://twitter.com/jesteveztv/status/1575917368152203264|['fort', 'myer', 'see', 'everywher', 'live', 'report', 'start', 'wsbtv', 'channel', 'wftv', 'channel', 'hurricaneian', 'florida', 'fortmyer']
